course_id,Subject,Course,Section #,course_name,event_day,start_time,end_time,building_code,room_num,Term,Cross-List
AAID 101/M01,AAID,101,M01,Design Fundamentals I,TF,9:00 AM,12:40 PM,EGGC,502,2025SP,
AAID 102/M01,AAID,102,M01,Design Fundamentals II,TF,9:00 AM,12:40 PM,EGGC,502,2025SP,
AAID 102/M02,AAID,102,M02,Design Fundamentals II,TF,9:00 AM,12:40 PM,EGGC,502,2025SP,
AAID 102/M03,AAID,102,M03,Design Fundamentals II,TF,9:00 AM,12:40 PM,EGGC,502,2025SP,
AAID 102/M04,AAID,102,M04,Design Fundamentals II,TF,9:00 AM,12:40 PM,EGGC,502,2025SP,
AAID 102/M05,AAID,102,M05,Design Fundamentals II,TF,9:00 AM,12:40 PM,EGGC,502,2025SP,
AAID 102/M08,AAID,102,M08,Design Fundamentals II,TF,2:00 PM,5:40 PM,EGGC,502,2025SP,
AAID 102/M09,AAID,102,M09,Design Fundamentals II,TF,2:00 PM,5:40 PM,EGGC,502,2025SP,
AAID 140/M01,AAID,140,M01,Visualization I,F,2:00 PM,6:00 PM,EGGC,501,2025SP,
AAID 240/M01,AAID,240,M01,Visualization II,M,9:00 AM,1:00 PM,MC61,919,2025SP,
AAID 240/M02,AAID,240,M02,Visualization II,M,9:00 AM,1:00 PM,EGGC,1013,2025SP,
AAID 240/M03,AAID,240,M03,Visualization II,M,9:00 AM,1:00 PM,EGGC,319,2025SP,
AAID 240/M05,AAID,240,M05,Visualization II,M,9:00 AM,1:00 PM,MC26,410,2025SP,
AAID 240/M09,AAID,240,M09,Visualization II,M,2:00 PM,6:00 PM,EGGC,319,2025SP,
ACCT 101/M01,ACCT,101,M01,Accounting I,MW,11:00 AM,12:20 PM,MC26,11,2025SP,
ACCT 102/M01,ACCT,102,M01,Accounting II,MW,11:00 AM,12:20 PM,EGGC,401,2025SP,
ACCT 110/M01,ACCT,110,M01,Managerial Accounting,MW,9:30 AM,10:50 AM,MC26,504,2025SP,
ACCT 501/M01,ACCT,501,M01,Accounting I,R,8:30 PM,9:50 PM,MC26,502,2025SP,
ACCT 601/E25,ACCT,601,E25,Managerial Accounting,TR,9:30 AM,12:15 PM,MC26,410,2025SP,
ACCT 601/M01,ACCT,601,M01,Managerial Accounting,T,5:45 PM,8:25 PM,MC26,502,2025SP,
ACCT 601/M02,ACCT,601,M02,Managerial Accounting,R,5:45 PM,8:15 PM,MC26,502,2025SP,
ACCT 601/M03,ACCT,601,M03,Managerial Accounting,W,2:45 PM,5:25 PM,MC26,313,2025SP,
ARCH 161/M01,ARCH,161,M01,Global Hist of Architecture I,R,9:00 AM,12:00 PM,MC26,408,2025SP,
ARCH 161/M02,ARCH,161,M02,Global Hist of Architecture I,R,9:00 AM,12:00 PM,MC26,502,2025SP,
ARCH 161/M03,ARCH,161,M03,Global Hist of Architecture I,R,9:00 AM,12:00 PM,EGGC,409,2025SP,
ARCH 161/M04,ARCH,161,M04,Global Hist of Architecture I,R,2:00 PM,5:00 PM,MC61,821,2025SP,
ARCH 202/M01,ARCH,202,M01,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 202/M02,ARCH,202,M02,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 202/M03,ARCH,202,M03,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 202/M04,ARCH,202,M04,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 202/M05,ARCH,202,M05,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 202/M06,ARCH,202,M06,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 202/M07,ARCH,202,M07,Architectural Design II,MR,9:00 AM,12:40 PM,EGGC,502,2025SP,
ARCH 211/M01,ARCH,211,M01,Statics & Strength of Material,M,2:00 PM,5:00 PM,MC26,410,2025SP,
ARCH 211/M03,ARCH,211,M03,Statics & Strength of Material,R,6:00 PM,9:00 PM,MC61,821,2025SP,
ARCH 222/M01,ARCH,222,M01,Building Construction II,W,2:00 PM,5:00 PM,EGGC,1013,2025SP,
ARCH 222/M02,ARCH,222,M02,Building Construction II,W,2:00 PM,5:00 PM,EGGC,1120,2025SP,
ARCH 302/M01,ARCH,302,M01,Architectural Design IV,MR,2:00 PM,5:40 PM,EGGC,502,2025SP,
ARCH 302/M02,ARCH,302,M02,Architectural Design IV,MR,2:00 PM,5:40 PM,EGGC,502,2025SP,
ARCH 302/M03,ARCH,302,M03,Architectural Design IV,MR,2:00 PM,5:40 PM,EGGC,502,2025SP,
ARCH 302/M04,ARCH,302,M04,Architectural Design IV,MR,2:00 PM,5:40 PM,EGGC,502,2025SP,
ARCH 302/M05,ARCH,302,M05,Architectural Design IV,MR,2:00 PM,5:40 PM,EGGC,502,2025SP,
ARCH 310/M01,ARCH,310,M01,Structural Design,W,9:00 AM,12:00 PM,MC61,924,2025SP,
ARCH 325/M02,ARCH,325,M02,Environmental Systems II,W,9:00 AM,12:00 PM,EGGC,706,2025SP,
ARCH 325/M03,ARCH,325,M03,Environmental Systems II,W,9:00 AM,12:00 PM,MC26,409,2025SP,
ARCH 327/M21,ARCH,327,M21,Comp Aided Con Drwgs,W,2:00 PM,5:40 PM,EGGC,501,2025SP,
ARCH 327/M23,ARCH,327,M23,Comp Aided Con Drwgs,W,5:30 PM,8:30 PM,EGGC,702,2025SP,
ARCH 361/M01,ARCH,361,M01,Arch Hist Sem,M,2:00 PM,5:00 PM,MC26,314,2025SP,
ARCH 361/M02,ARCH,361,M02,Arch Hist Sem,M,2:00 PM,5:00 PM,EGGC,406,2025SP,
ARCH 361/M03,ARCH,361,M03,Arch Hist Sem,M,2:00 PM,5:00 PM,MC61,1029,2025SP,
ARCH 361/M04,ARCH,361,M04,Arch Hist Sem,M,2:00 PM,5:00 PM,EGGC,1120,2025SP,2253_S_1162_NYIT1_1
ARCH 362/M01,ARCH,362,M01,History and Theory of the City,M,9:00 AM,12:00 PM,MC61,722,2025SP,
ARCH 362/M02,ARCH,362,M02,History and Theory of the City,R,9:00 AM,12:00 PM,MC61,821,2025SP,
ARCH 362/M03,ARCH,362,M03,History and Theory of the City,M,9:00 AM,12:00 PM,EGGC,701,2025SP,
ARCH 402/M01,ARCH,402,M01,Design VI- Community Design,TF,9:00 AM,12:40 PM,EGGC,1013,2025SP,
ARCH 402/M02,ARCH,402,M02,Design VI- Community Design,TF,9:00 AM,12:40 PM,EGGC,1013,2025SP,
ARCH 402/M03,ARCH,402,M03,Design VI- Community Design,TF,9:00 AM,12:40 PM,EGGC,1013,2025SP,
ARCH 402/M04,ARCH,402,M04,Design VI- Community Design,TF,9:00 AM,12:40 PM,EGGC,1013,2025SP,
ARCH 411/M01,ARCH,411,M01,Advanced Structural Concepts I,W,9:00 AM,12:00 PM,MC26,410,2025SP,
ARCH 411/M03,ARCH,411,M03,Advanced Structural Concepts I,M,9:00 AM,12:00 PM,EGGC,606,2025SP,
ARCH 481/M13,ARCH,481,M13,Professional Practice I,T,5:45 PM,8:25 PM,MC26,314,2025SP,2253_S_1184_NYIT1_1
ARCH 481/M21,ARCH,481,M21,Professional Practice I,T,5:45 PM,8:25 PM,MC26,314,2025SP,2253_S_1184_NYIT1_1
ARCH 481/M22,ARCH,481,M22,Professional Practice I,T,5:45 PM,8:25 PM,MC26,314,2025SP,2253_S_1184_NYIT1_1
ARCH 502/M01,ARCH,502,M01,Architectural Design VIII,TF,2:00 PM,5:40 PM,EGGC,1013,2025SP,
ARCH 502/M02,ARCH,502,M02,Architectural Design VIII,TF,2:00 PM,5:40 PM,EGGC,1013,2025SP,
ARCH 502/M03,ARCH,502,M03,Architectural Design VIII,TF,2:00 PM,5:40 PM,EGGC,1013,2025SP,
ARCH 502/M04,ARCH,502,M04,Architectural Design VIII,TF,2:00 PM,5:40 PM,EGGC,1013,2025SP,
ARCH 502/M05,ARCH,502,M05,Architectural Design VIII,TF,2:00 PM,5:40 PM,EGGC,1013,2025SP,2253_S_1168_NYIT1_1
ARCH 602/M01,ARCH,602,M01,M. ARCH Studio 2,TF,9:00 AM,1:00 PM,EGGC,1119,2025SP,
ARCH 621/M01,ARCH,621,M01,Building Systems I,W,2:00 PM,5:00 PM,EGGC,1013,2025SP,
ARCH 644/M11,ARCH,644,M11,Arch Visual Communication 2,T,2:00 PM,5:00 PM,EGGC,1011,2025SP,
ARCH 662/M11,ARCH,662,M11,Global History of Architecture,F,2:00 PM,5:00 PM,EGGC,706,2025SP,
ARCH 702/M01,ARCH,702,M01,Urban Design Studio II,MR,9:00 AM,1:00 PM,EGGC,1120,2025SP,2253_S_1168_NYIT1_1
ARCH 702B/M01,ARCH,702B,M01,Computational Design Studio 2,TR,2:00 PM,5:40 PM,EGGC,602,2025SP,2253_S_1131_NYIT1_1
ARCH 702C/M01,ARCH,702C,M01,Health and Design Studio 2,TR,2:00 PM,5:40 PM,MC61,1029,2025SP,2253_S_1131_NYIT1_1
ARCH 705/M01,ARCH,705,M01,M. ARCH Studio 5,MR,9:00 AM,1:00 PM,EGGC,1119,2025SP,
ARCH 705/M02,ARCH,705,M02,M. ARCH Studio 5,MR,9:00 AM,1:00 PM,EGGC,1119,2025SP,
ARCH 722/M01,ARCH,722,M01,Building Systems 2,M,2:00 PM,5:00 PM,EGGC,1119,2025SP,
ARCH 724/M12,ARCH,724,M12,Material Tectonics II,W,2:00 PM,5:00 PM,EGGC,1119,2025SP,
ARCH 725/M01,ARCH,725,M01,Theories & Studies of Urbanism,M,2:00 PM,5:00 PM,EGGC,1120,2025SP,2253_S_1162_NYIT1_1
ARCH 727/M01,ARCH,727,M01,Construction Documents,W,9:30 AM,12:30 PM,EGGC,1120,2025SP,
ARCH 752/M01,ARCH,752,M01,Multidisciplinary Design,R,10:30 AM,1:00 PM,EGGC,602,2025SP,2253_S_1130_NYIT1_1
ARCH 755/M01,ARCH,755,M01,Envt Behav & Dsgn Intelligence,T,10:30 AM,1:00 PM,EGGC,602,2025SP,2253_S_1128_NYIT1_1
ARCH 756/M01,ARCH,756,M01,Medical & Mobility Prototypes,W,2:00 PM,4:30 PM,EGGC,602,2025SP,2253_S_1129_NYIT1_1
ARCH 776/M01,ARCH,776,M01,Fabrication Optimization,T,10:30 AM,1:00 PM,EGGC,602,2025SP,2253_S_1128_NYIT1_1
ARCH 782/M01,ARCH,782,M01,Computational Design II,R,2:00 PM,5:30 PM,EGGC,602,2025SP,
ARCH 784/M01,ARCH,784,M01,Fabrication and Robotics II,W,9:00 AM,12:00 PM,EGGC,602,2025SP,
ARCH 791/M11,ARCH,791,M11,Special Studies in Arch,W,10:00 AM,1:00 PM,EGGC,1119,2025SP,
ARCH 791/M12,ARCH,791,M12,Special Studies in Arch,W,2:00 PM,5:00 PM,EGGC,606,2025SP,
ARCH 802/M01,ARCH,802,M01,M. ARCH Studio 7,MR,9:00 AM,1:00 PM,EGGC,1013,2025SP,
ARCH 802/M02,ARCH,802,M02,M. ARCH Studio 7,MR,9:00 AM,1:00 PM,EGGC,1013,2025SP,
ARCH 842/M01,ARCH,842,M01,Digi Technique & Media Dsgn II,R,3:00 PM,6:00 PM,EGGC,1120,2025SP,
ARCH 880/M11,ARCH,880,M11,Practice Models & Strategies,M,2:00 PM,5:00 PM,EGGC,1013,2025SP,
ARTA 803/M01,ARTA,803,M01,Visual Comm & Emerging Tech,M,6:00 PM,9:00 PM,MC61,919,2025SP,2253_S_1186_NYIT1_1
ARTC 251/M01,ARTC,251,M01,Computer Graphics II,M,2:00 PM,6:00 PM,MC61,922,2025SP,
ARTC 251/M02,ARTC,251,M02,Computer Graphics II,M,2:00 PM,6:00 PM,MC61,919,2025SP,
ARTC 270/M01,ARTC,270,M01,Game Theory & History,M,2:00 PM,6:00 PM,MC61,1026,2025SP,
ARTC 351/M01,ARTC,351,M01,Digital Compositing,W,9:00 AM,1:00 PM,MC61,919,2025SP,2253_S_1138_NYIT1_1
ARTC 371/M01,ARTC,371,M01,Game Design II,T,2:00 PM,6:00 PM,MC61,1026,2025SP,
ARTC 400/M01,ARTC,400,M01,Thesis Proposal,T,9:30 AM,12:20 PM,MC61,919,2025SP,
ARTC 406/M01,ARTC,406,M01,Thesis Production II,T,2:00 PM,6:00 PM,MC61,919,2025SP,
ARTC 406/M02,ARTC,406,M02,Thesis Production II,T,2:00 PM,6:00 PM,MC61,925,2025SP,
ARTC 410/M01,ARTC,410,M01,Portfolio,F,9:00 AM,1:00 PM,MC61,925,2025SP,
ARTC 410/M01,ARTC,410,M01,Portfolio,F,9:00 AM,1:00 PM,MC61,1026,2025SP,
ARTC 410/M02,ARTC,410,M02,Portfolio,W,1:00 PM,5:00 PM,MC61,925,2025SP,
ARTD 102/M01,ARTD,102,M01,Form and Space,W,2:00 PM,6:00 PM,MC61,922,2025SP,
ARTD 102/M02,ARTD,102,M02,Form and Space,W,2:00 PM,6:00 PM,MC61,919,2025SP,
ARTE 801/M01,ARTE,801,M01,Dig Comp & Visl Effect,W,9:00 AM,1:00 PM,MC61,919,2025SP,2253_S_1138_NYIT1_1
ARTG 251/M01,ARTG,251,M01,Visual Identity,F,1:00 PM,5:00 PM,MC61,922,2025SP,
ARTG 260/M01,ARTG,260,M01,Web Design,T,6:00 PM,10:00 PM,MC61,923,2025SP,
ARTG 260/M01,ARTG,260,M01,Web Design,T,6:00 PM,10:00 PM,MC61,922,2025SP,
ARTG 303/M01,ARTG,303,M01,Illustration,T,8:30 AM,12:30 PM,MC61,922,2025SP,
ARTG 352/M01,ARTG,352,M01,Editorial Design,T,2:00 PM,6:00 PM,MC61,922,2025SP,2253_S_1045_NYIT1_1
ARTG 451/M01,ARTG,451,M01,Portfolio,F,9:00 AM,1:00 PM,MC61,922,2025SP,2253_S_1155_NYIT1_1
ARTG 655/M01,ARTG,655,M01,Branding Design and Strategy,F,9:00 AM,1:00 PM,MC61,922,2025SP,2253_S_1155_NYIT1_1
ARTG 656/M01,ARTG,656,M01,Environmental Graphic Design,F,1:00 PM,5:00 PM,MC61,925,2025SP,
ARTG 751/M01,ARTG,751,M01,Info Dsgn & Data Visualization,W,1:00 PM,5:00 PM,MC61,923,2025SP,
ARTG 751/M01,ARTG,751,M01,Info Dsgn & Data Visualization,W,1:00 PM,5:00 PM,MC61,1026,2025SP,
ARTG 801/M01,ARTG,801,M01,Advertising Design,R,2:00 PM,6:00 PM,MC61,925,2025SP,
ARTG 801/M01,ARTG,801,M01,Advertising Design,R,2:00 PM,6:00 PM,MC61,1026,2025SP,
ARTI 601/M01,ARTI,601,M01,UX Design Foundations,M,6:00 PM,10:00 PM,MC61,925,2025SP,
ARTI 601/M01,ARTI,601,M01,UX Design Foundations,M,6:00 PM,10:00 PM,MC61,1026,2025SP,
ARTI 602/M01,ARTI,602,M01,Human Computer Interaction Dsg,W,6:00 PM,9:00 PM,MC61,919,2025SP,
ARTI 602/M01,ARTI,602,M01,Human Computer Interaction Dsg,W,6:00 PM,9:00 PM,MC61,925,2025SP,
ARTI 603/M01,ARTI,603,M01,User Interface & Prototyping,F,6:00 PM,9:00 PM,MC61,922,2025SP,
ARTI 604/M01,ARTI,604,M01,UX/UI Design for VR/AR/MR,M,6:00 PM,9:00 PM,MC61,919,2025SP,2253_S_1186_NYIT1_1
ARTI 604/M02,ARTI,604,M02,UX/UI Design for VR/AR/MR,M,6:00 PM,10:00 PM,MC61,922,2025SP,
ARTI 605/M01,ARTI,605,M01,Unity Design,R,6:00 PM,10:00 PM,MC61,919,2025SP,
ARTI 605/M01,ARTI,605,M01,Unity Design,R,6:00 PM,10:00 PM,MC61,1026,2025SP,
ARTI 606/M01,ARTI,606,M01,UX Research & Data Analytics,T,6:00 PM,10:00 PM,MC61,919,2025SP,
ARTI 607/M01,ARTI,607,M01,Info Arch & Content Strategy,W,9:00 AM,1:00 PM,MC61,925,2025SP,
ARTI 608/M01,ARTI,608,M01,Adv Research: Usability & Test,T,2:00 PM,6:00 PM,MC61,923,2025SP,
ARTI 609/M01L,ARTI,609,M01L,Web & Mobile Development,F,6:00 PM,10:00 PM,MC61,925,2025SP,
ARTI 609/M02,ARTI,609,M02,Web & Mobile Development,R,6:00 PM,10:00 PM,MC61,922,2025SP,
ARTI 609/M02L,ARTI,609,M02L,Web & Mobile Development,R,6:00 PM,10:00 PM,MC61,922,2025SP,
ARTP 802/M01,ARTP,802,M01,Master Project,T,6:00 PM,10:00 PM,MC61,925,2025SP,
ARTP 802/M01,ARTP,802,M01,Master Project,T,6:00 PM,10:00 PM,MC61,1026,2025SP,
ARTP 802/M02,ARTP,802,M02,Master Project,T,8:30 AM,12:30 PM,MC61,925,2025SP,
ARTQ 452/M01,ARTQ,452,M01,Technical Artist Studio,F,3:00 PM,7:00 PM,MC61,919,2025SP,
ARTQ 452/M01,ARTQ,452,M01,Technical Artist Studio,F,3:00 PM,7:00 PM,MC61,1026,2025SP,
ARTQ 453/M01,ARTQ,453,M01,Emerging Tech for Games,M,9:00 AM,1:00 PM,MC61,919,2025SP,
ARTS 201/M01,ARTS,201,M01,Sculpture I,F,9:00 AM,1:00 PM,MC61,923,2025SP,
ARTS 251/M01,ARTS,251,M01,Sculpture II,M,1:00 PM,5:00 PM,MC61,923,2025SP,
ARTU 872/M01,ARTU,872,M01,Thesis II: Production,W,6:00 PM,10:00 PM,MC61,923,2025SP,
ARTW 151/M01,ARTW,151,M01,Drawing II,R,2:00 PM,6:00 PM,MC61,919,2025SP,
ARTW 151/M02,ARTW,151,M02,Drawing II,R,2:00 PM,6:00 PM,MC61,922,2025SP,
ARTW 255/M01,ARTW,255,M01,Concept & Visual Storytelling,F,9:00 AM,1:00 PM,MC61,919,2025SP,
BIOE 320/M01,BIOE,320,M01,Statistics for Bioengineers,R,5:45 PM,8:25 PM,EGGC,704,2025SP,2253_S_0874_NYIT1_1
BIOE 440/M01,BIOE,440,M01,Process Control Biotechnology,F,12:20 PM,2:50 PM,MC61,722,2025SP,2253_S_1142_NYIT1_1
BIOE 650/M01,BIOE,650,M01,Medical Devices,T,5:45 PM,8:25 PM,EGGC,409,2025SP,2253_S_1092_NYIT1_1
BIOL 101/M01,BIOL,101,M01,Humanity & the Biological UnIv,MW,3:30 PM,4:50 PM,MC26,312,2025SP,
BIOL 107/M01,BIOL,107,M01,Environmental Sciences,MW,11:00 AM,12:20 PM,EGGC,406,2025SP,
BIOL 110/M01,BIOL,110,M01,General Biology I,MW,9:30 AM,10:50 AM,MC61,820,2025SP,
BIOL 110/M01L,BIOL,110,M01L,General Biology I,R,9:30 AM,12:20 PM,EGGC,901,2025SP,
BIOL 110/M02L,BIOL,110,M02L,General Biology I,T,9:35 AM,12:35 PM,EGGC,901,2025SP,
BIOL 150/M01,BIOL,150,M01,General Biology II,MW,12:30 PM,1:50 PM,MC61,624,2025SP,
BIOL 150/M02,BIOL,150,M02,General Biology II,M,5:45 PM,8:25 PM,MC26,11,2025SP,
BIOL 150/M02L,BIOL,150,M02L,General Biology II,M,2:00 PM,4:50 PM,EGGC,901,2025SP,
BIOL 150/M03B,BIOL,150,M03B,General Biology II,MW,11:00 AM,12:20 PM,EGGC,405,2025SP,
BIOL 150/M03L,BIOL,150,M03L,General Biology II,W,2:00 PM,4:50 PM,EGGC,901,2025SP,
BIOL 150/M04L,BIOL,150,M04L,General Biology II,W,6:00 PM,8:25 PM,EGGC,901,2025SP,
BIOL 150/M05L,BIOL,150,M05L,General Biology II,F,2:00 PM,4:50 PM,EGGC,901,2025SP,
BIOL 155/M01,BIOL,155,M01,Osteo Prin/Prac,W,3:30 PM,4:50 PM,MC61,1119,2025SP,2253_S_1120_NYIT1_1
BIOL 233/M01,BIOL,233,M01,Genetics,F,5:45 PM,8:25 PM,EGGC,706,2025SP,
BIOL 233/M01L,BIOL,233,M01L,Genetics,R,5:45 PM,8:25 PM,EGGC,901,2025SP,
BIOL 235/M01,BIOL,235,M01,Microbiology,MW,12:30 PM,1:50 PM,EGGC,406,2025SP,
BIOL 235/M01L,BIOL,235,M01L,Microbiology,R,2:00 PM,4:50 PM,EGGC,901,2025SP,
BIOL 238/M01,BIOL,238,M01,Introduction to Biotechnology,F,3:30 PM,6:20 PM,EGGC,704,2025SP,
BIOL 250/M01,BIOL,250,M01,Biostatistics,R,2:00 PM,4:50 PM,MC26,409,2025SP,
BIOL 310/M01,BIOL,310,M01,Human Physiology,MW,11:00 AM,12:20 PM,MC26,313,2025SP,
BIOL 310/M01L,BIOL,310,M01L,Human Physiology,T,5:30 PM,8:30 PM,EGGC,901,2025SP,
BIOL 310/M02L,BIOL,310,M02L,Human Physiology,T,2:00 PM,4:50 PM,EGGC,901,2025SP,
BIOL 315/M01,BIOL,315,M01,Neuroscience,MW,9:30 AM,10:50 AM,EGGC,704,2025SP,
BIOL 325/M01,BIOL,325,M01,Evolutionary Biology,MW,11:00 AM,12:20 PM,MC26,207,2025SP,2253_S_1005_NYIT1_1
BIOL 340/M02B,BIOL,340,M02B,Biochemistry,MW,9:30 AM,10:50 AM,EGGC,406,2025SP,
BIOL 340/M02L,BIOL,340,M02L,Biochemistry,F,5:30 PM,8:10 PM,EGGC,902,2025SP,
BIOL 340/M03L,BIOL,340,M03L,Biochemistry,W,5:30 PM,8:10 PM,EGGC,902,2025SP,
BIOL 341/M01,BIOL,341,M01,Genetic Engineering,W,3:30 PM,4:50 PM,EGGC,405,2025SP,
BIOL 350/M01,BIOL,350,M01,Bioinformatics & Funct Genomic,T,2:00 PM,4:50 PM,MC61,603,2025SP,
BIOL 395/M01,BIOL,395,M01,Intro to Research Literature,R,2:00 PM,4:50 PM,EGGC,405,2025SP,2253_S_0559_NYIT1_1
BIOL 432/M01,BIOL,432,M01,Cell Biology,TR,11:00 AM,12:20 PM,EGGC,702,2025SP,
BIOL 435/M01,BIOL,435,M01,Evolutionary Biology,MW,11:00 AM,12:20 PM,MC26,207,2025SP,2253_S_1005_NYIT1_1
BUSA 701/M02,BUSA,701,M02,Data Interact & Visualization,W,5:45 PM,8:25 PM,MC26,207,2025SP,
BUSI 650/M01,BUSI,650,M01,Business Analytics & Decision,W,5:45 PM,8:25 PM,MC26,504,2025SP,
BUSI 775/M01,BUSI,775,M01,Risk Management Integrated Sem,W,11:30 AM,2:15 PM,MC61,1118,2025SP,
CHEM 107/M01,CHEM,107,M01,Engineering Chemistry I,F,9:35 AM,1:35 PM,MC61,822,2025SP,
CHEM 110/M01,CHEM,110,M01,General Chemistry I,MW,3:30 PM,4:50 PM,EGGC,401,2025SP,
CHEM 110/M01L,CHEM,110,M01L,General Chemistry I,W,11:00 AM,1:50 PM,EGGC,902,2025SP,
CHEM 110/M02L,CHEM,110,M02L,General Chemistry I,F,11:00 AM,1:50 PM,EGGC,902,2025SP,
CHEM 150/M01,CHEM,150,M01,General Chemistry II,MW,11:00 AM,12:20 PM,MC61,623,2025SP,
CHEM 150/M01L,CHEM,150,M01L,General Chemistry II,T,9:30 AM,12:30 PM,EGGC,902,2025SP,
CHEM 150/M02B,CHEM,150,M02B,General Chemistry II,MW,12:30 PM,1:50 PM,EGGC,405,2025SP,
CHEM 150/M02L,CHEM,150,M02L,General Chemistry II,R,2:00 PM,4:50 PM,EGGC,902,2025SP,
CHEM 150/M03,CHEM,150,M03,General Chemistry II,MW,2:00 PM,3:20 PM,EGGC,401,2025SP,
CHEM 150/M03L,CHEM,150,M03L,General Chemistry II,R,5:30 PM,8:10 PM,EGGC,902,2025SP,
CHEM 150/M04L,CHEM,150,M04L,General Chemistry II,T,5:30 PM,8:30 PM,EGGC,902,2025SP,
CHEM 210/M01,CHEM,210,M01,Organic Chemistry I,TR,9:30 AM,10:50 AM,EGGC,702,2025SP,
CHEM 210/M01L,CHEM,210,M01L,Organic Chemistry I,M,2:00 PM,4:50 PM,EGGC,902,2025SP,
CHEM 250/M01,CHEM,250,M01,Organic Chemistry II,TR,9:30 AM,10:50 AM,EGGC,704,2025SP,
CHEM 250/M01L,CHEM,250,M01L,Organic Chemistry II,W,2:00 PM,4:50 PM,EGGC,902,2025SP,
CHEM 250/M02B,CHEM,250,M02B,Organic Chemistry II,TR,11:00 AM,12:20 PM,EGGC,704,2025SP,
CHEM 250/M02L,CHEM,250,M02L,Organic Chemistry II,M,5:30 PM,8:30 PM,EGGC,902,2025SP,
CHEM 395/M01,CHEM,395,M01,Intro to Research Design,R,2:00 PM,4:50 PM,EGGC,405,2025SP,2253_S_0559_NYIT1_1
CHEM 440/M01,CHEM,440,M01,Drug Discovery & Development,TR,9:30 AM,10:50 AM,EGGC,701,2025SP,
CHEM 493/M01,CHEM,493,M01,Independent Research III,F,11:00 AM,1:50 PM,EGGC,901,2025SP,2253_S_0838_NYIT1_1
CSCI 125/M01,CSCI,125,M01,Computer Programming I,R,2:00 PM,3:20 PM,MC61,820,2025SP,2253_S_0047_NYIT1_2
CSCI 125/M01,CSCI,125,M01,Computer Programming I,T,2:00 PM,4:20 PM,MC61,820,2025SP,2253_S_0047_NYIT1_1
CSCI 125/M02,CSCI,125,M02,Computer Programming I,T,2:00 PM,4:20 PM,MC61,820,2025SP,2253_S_0047_NYIT1_1
CSCI 125/M02,CSCI,125,M02,Computer Programming I,R,2:00 PM,3:20 PM,MC61,820,2025SP,2253_S_0047_NYIT1_2
CSCI 125/M03,CSCI,125,M03,Computer Programming I,T,5:30 PM,9:10 PM,MC26,409,2025SP,2253_S_0048_NYIT1_1
CSCI 125/M04,CSCI,125,M04,Computer Programming I,T,5:30 PM,9:10 PM,MC26,409,2025SP,2253_S_0048_NYIT1_1
CSCI 125/M05,CSCI,125,M05,Computer Programming I,M,5:30 PM,9:10 PM,EGGC,408,2025SP,2253_S_0909_NYIT1_1
CSCI 125/M06,CSCI,125,M06,Computer Programming I,M,5:30 PM,9:10 PM,EGGC,408,2025SP,2253_S_0909_NYIT1_1
CSCI 125/M07,CSCI,125,M07,Computer Programming I,M,2:00 PM,4:50 PM,EGGC,408,2025SP,2253_S_0085_NYIT1_1
CSCI 125/M07,CSCI,125,M07,Computer Programming I,W,3:30 PM,4:50 PM,EGGC,408,2025SP,2253_S_0085_NYIT1_2
CSCI 125/M08,CSCI,125,M08,Computer Programming I,W,3:30 PM,4:50 PM,EGGC,408,2025SP,2253_S_0085_NYIT1_2
CSCI 125/M08,CSCI,125,M08,Computer Programming I,M,2:00 PM,4:50 PM,EGGC,408,2025SP,2253_S_0085_NYIT1_1
CSCI 130/M02,CSCI,130,M02,Computer Organization,TR,3:30 PM,4:50 PM,MC61,723,2025SP,2253_S_0892_NYIT1_1
CSCI 135/M01,CSCI,135,M01,Digital Logic Design Fund,W,5:30 PM,8:10 PM,MC61,721,2025SP,2253_S_0752_NYIT1_1
CSCI 135/M02,CSCI,135,M02,Digital Logic Design Fund,TR,3:30 PM,4:50 PM,MC61,723,2025SP,2253_S_0892_NYIT1_1
CSCI 135/M03,CSCI,135,M03,Digital Logic Design Fund,MW,2:00 PM,3:20 PM,MC61,822,2025SP,2253_S_0467_NYIT1_1
CSCI 155/M03,CSCI,155,M03,Computer Org and Architecture,T,5:30 PM,8:10 PM,MC61,624,2025SP,2253_S_0316_NYIT1_1
CSCI 155/M04,CSCI,155,M04,Computer Org and Architecture,T,5:30 PM,8:10 PM,MC61,624,2025SP,2253_S_0316_NYIT1_1
CSCI 155/M05,CSCI,155,M05,Computer Org and Architecture,TR,3:30 PM,4:50 PM,MC61,822,2025SP,2253_S_0412_NYIT1_1
CSCI 155/M06,CSCI,155,M06,Computer Org and Architecture,TR,3:30 PM,4:50 PM,MC61,822,2025SP,2253_S_0412_NYIT1_1
CSCI 185/M01,CSCI,185,M01,Computer Programming II,TR,9:00 AM,10:50 AM,MC61,820,2025SP,
